iter	Passed	Remaining
723	3101	1182
724	3104	1177
725	3109	1173
726	3134	1177
727	3137	1172
728	3139	1167
729	3141	1162
730	3145	1157
731	3155	1155
732	3165	1153
733	3168	1148
734	3174	1144
735	3175	1139
736	3179	1134
737	3181	1129
738	3186	1125
739	3211	1128
740	3214	1123
741	3221	1120
742	3226	1115
743	3228	1110
744	3233	1106
745	3239	1103
746	3253	1102
747	3257	1097
748	3259	1092
749	3262	1087
750	3265	1082
751	3319	1094
752	3321	1089
753	3323	1084
754	3325	1079
755	3329	1074
756	3330	1069
757	3340	1066
758	3342	1061
759	3344	1056
760	3346	1051
761	3350	1046
762	3354	1042
763	3356	1036
764	3358	1031
765	3359	1026
766	3361	1021
767	3388	1023
768	3389	1018
769	3391	1013
770	3395	1008
771	3398	1003
772	3400	998
773	3402	993
774	3404	988
775	3406	983
776	3410	978
777	3412	973
778	3414	968
779	3417	963
780	3420	959
781	3421	953
782	3433	951
783	3436	946
784	3438	941
785	3440	936
786	3442	931
787	3447	927
788	3450	922
789	3452	917
790	3454	912
791	3465	910
792	3468	905
793	3474	901
794	3479	897
795	3481	892
796	3483	887
797	3484	882
798	3501	880
799	3503	875
800	3512	872
801	3521	869
802	3524	864
803	3529	860
804	3532	855
805	3535	850
806	3544	847
807	3612	858
808	3614	853
809	3616	848
810	3622	844
811	3624	839
812	3626	834
813	3628	829
814	3630	824
815	3631	818
816	3637	814
817	3638	809
818	3640	804
819	3642	799
820	3645	794
821	3653	791
822	3749	806
823	3754	801
824	3805	807
825	3808	802
826	3815	798
827	3822	793
828	3826	789
829	3835	785
830	3839	780
831	3853	778
832	3855	773
833	3932	782
834	3948	780
835	3951	775
836	3954	770
837	3959	765
838	3966	761
839	3970	756
840	3973	751
841	3977	746
842	4027	750
843	4039	746
844	4041	741
845	4044	736
846	4045	730
847	4050	725
848	4054	721
849	4056	715
850	4075	713
851	4141	719
852	4150	715
853	4156	710
854	4166	706
855	4168	701
856	4206	701
857	4212	697
858	4217	692
859	4226	688
860	4233	683
861	4236	678
862	4242	673
863	4245	668
864	4248	663
865	4253	658
866	4259	653
867	4262	648
868	4276	644
869	4279	639
870	4327	640
871	4329	635
872	4336	630
873	4338	625
874	4339	619
875	4341	614
876	4344	609
877	4354	605
878	4357	599
879	4360	594
880	4368	590
881	4395	588
882	4403	583
883	4407	578
884	4415	573
885	4422	568
886	4431	564
887	4434	559
888	4439	554
889	4444	549
890	4448	544
891	4465	540
892	4471	535
893	4482	531
894	4486	526
895	4492	521
896	4494	516
897	4497	510
898	4499	505
899	4505	500
900	4511	495
901	4526	491
902	4537	487
903	4545	482
904	4555	478
905	4558	473
906	4560	467
907	4563	462
908	4567	457
909	4571	452
910	4575	447
911	4591	443
912	4667	444
913	4670	439
914	4673	434
915	4681	429
916	4685	424
917	4692	419
918	4700	414
919	4706	409
920	4708	403
921	4710	398
922	4715	393
923	4717	388
924	4719	382
925	4739	378
926	4741	373
927	4743	368
928	4744	362
929	4751	357
930	4753	352
931	4759	347
932	4762	341
933	4767	336
934	4770	331
935	4772	326
936	4775	321
937	4786	316
938	4788	311
939	4790	305
940	4791	300
941	4802	295
942	4804	290
943	4805	285
944	4807	279
945	4809	274
946	4811	269
947	4814	264
948	4816	258
949	4818	253
950	4819	248
951	4821	243
952	4827	238
953	4829	232
954	4830	227
955	4834	222
956	4836	217
957	4838	212
958	4842	207
959	4844	201
960	4846	196
961	4847	191
962	4848	186
963	4850	181
964	4852	175
965	4855	170
966	4859	165
967	4865	160
968	4867	155
969	4869	150
970	4871	145
971	4873	140
972	4881	135
973	4883	130
974	4884	125
975	4886	120
976	4889	115
977	4892	110
978	4894	104
979	4896	99
980	4899	94
981	4901	89
982	4902	84
983	4909	79
984	4911	74
985	4912	69
986	4917	64
987	4918	59
988	4924	54
989	4927	49
990	4929	44
991	4931	39
992	4932	34
993	4934	29
994	4937	24
995	4939	19
996	4941	14
997	4943	9
998	4944	4
999	4946	0
