iter	Passed	Remaining
616	2237	1389
617	2239	1384
618	2241	1379
619	2243	1374
620	2251	1373
621	2253	1369
622	2255	1365
623	2258	1361
624	2264	1358
625	2266	1353
626	2267	1349
627	2269	1344
628	2270	1339
629	2272	1334
630	2274	1329
631	2280	1327
632	2281	1322
633	2283	1318
634	2284	1313
635	2286	1308
636	2288	1303
637	2289	1299
638	2295	1297
639	2298	1292
640	2299	1288
641	2301	1283
642	2302	1278
643	2305	1274
644	2311	1272
645	2312	1267
646	2315	1263
647	2318	1259
648	2319	1254
649	2325	1252
650	2326	1247
651	2328	1242
652	2330	1238
653	2331	1233
654	2333	1228
655	2334	1224
656	2337	1220
657	2339	1216
658	2341	1211
659	2342	1206
660	2344	1202
661	2345	1197
662	2346	1192
663	2348	1188
664	2353	1185
665	2355	1181
666	2356	1176
667	2358	1172
668	2360	1168
669	2362	1163
670	2367	1160
671	2369	1156
672	2370	1151
673	2371	1147
674	2373	1142
675	2374	1138
676	2375	1133
677	2377	1128
678	2378	1124
679	2381	1120
680	2382	1116
681	2384	1111
682	2385	1107
683	2386	1102
684	2387	1098
685	2389	1093
686	2390	1088
687	2391	1084
688	2392	1080
689	2395	1076
690	2396	1071
691	2398	1067
692	2399	1062
693	2400	1058
694	2401	1054
695	2402	1049
696	2404	1045
697	2405	1040
698	2406	1036
699	2411	1033
700	2412	1029
701	2414	1024
702	2415	1020
703	2416	1015
704	2417	1011
705	2418	1007
706	2420	1002
707	2421	998
708	2425	995
709	2426	991
710	2428	987
711	2429	982
712	2430	978
713	2431	974
714	2432	969
715	2433	965
716	2435	961
717	2437	957
718	2440	953
719	2441	949
720	2443	945
721	2445	941
722	2446	937
723	2448	933
724	2449	929
725	2450	924
726	2454	921
727	2456	917
728	2457	913
729	2458	909
730	2460	905
731	2463	901
732	2464	897
733	2465	893
734	2469	890
735	2472	886
736	2473	882
737	2474	878
738	2475	874
739	2477	870
740	2478	866
741	2479	862
742	2480	858
743	2484	854
744	2486	851
745	2488	847
746	2490	843
747	2491	839
748	2492	835
749	2494	831
750	2498	828
751	2500	824
752	2501	820
753	2502	816
754	2503	812
755	2504	808
756	2506	804
757	2507	800
758	2508	796
759	2510	792
760	2511	788
761	2513	784
762	2514	781
763	2515	777
764	2516	773
765	2517	769
766	2518	765
767	2519	761
768	2523	757
769	2526	754
770	2529	751
771	2531	747
772	2534	744
773	2536	740
774	2541	737
775	2543	734
776	2544	730
777	2545	726
778	2547	722
779	2549	718
780	2550	715
781	2554	712
782	2556	708
783	2558	704
784	2559	701
785	2560	697
786	2562	693
787	2563	689
788	2564	685
789	2568	682
790	2570	679
791	2572	675
792	2573	671
793	2575	668
794	2576	664
795	2579	661
796	2580	657
797	2585	654
798	2586	650
799	2588	647
800	2589	643
801	2590	639
802	2592	636
803	2593	632
804	2596	628
805	2599	625
806	2602	622
807	2603	618
808	2608	615
809	2609	612
810	2612	608
811	2615	605
812	2617	602
813	2619	598
814	2621	595
815	2623	591
816	2629	588
817	2630	585
818	2631	581
819	2633	578
820	2634	574
821	2636	570
822	2637	567
823	2639	563
824	2643	560
825	2646	557
826	2647	553
827	2649	550
828	2650	546
829	2651	543
830	2653	539
831	2655	536
832	2658	533
833	2660	529
834	2661	525
835	2662	522
836	2665	518
837	2666	515
838	2667	511
839	2668	508
840	2670	504
841	2673	501
842	2674	498
843	2675	494
844	2677	491
845	2678	487
846	2679	483
847	2680	480
848	2681	476
849	2684	473
850	2686	470
851	2688	466
852	2689	463
853	2690	459
854	2691	456
855	2692	452
856	2693	449
857	2694	446
858	2696	442
859	2700	439
860	2701	436
861	2702	432
862	2703	429
863	2705	425
864	2706	422
865	2707	418
866	2708	415
867	2709	412
868	2711	408
869	2716	405
870	2718	402
871	2719	399
872	2720	395
873	2722	392
874	2725	389
875	2726	385
876	2728	382
877	2730	379
878	2732	376
879	2733	372
880	2734	369
881	2735	366
882	2736	362
883	2738	359
884	2739	355
885	2740	352
886	2745	349
887	2746	346
888	2748	343
889	2752	340
890	2754	336
891	2755	333
892	2761	330
893	2762	327
894	2764	324
895	2765	320
896	2766	317
897	2768	314
898	2769	311
899	2771	307
900	2775	304
901	2777	301
902	2778	298
903	2780	295
904	2781	291
905	2782	288
906	2783	285
907	2785	282
908	2789	279
909	2790	275
910	2792	272
911	2793	269
912	2795	266
913	2796	263
914	2797	259
915	2798	256
916	2800	253
917	2804	250
918	2806	247
919	2807	244
920	2808	240
921	2810	237
922	2811	234
923	2813	231
924	2814	228
925	2818	225
926	2821	222
927	2823	219
928	2824	215
929	2826	212
930	2835	210
931	2838	207
932	2840	203
933	2842	200
934	2844	197
935	2846	194
936	2848	191
937	2850	188
938	2851	185
939	2853	182
940	2855	179
941	2858	175
942	2861	172
943	2862	169
944	2864	166
945	2865	163
946	2867	160
947	2873	157
948	2874	154
949	2876	151
950	2877	148
951	2880	145
952	2881	142
953	2883	139
954	2889	136
955	2891	133
956	2893	129
957	2896	126
958	2897	123
959	2899	120
960	2903	117
961	2906	114
962	2908	111
963	2909	108
964	2911	105
965	2912	102
966	2913	99
967	2918	96
968	2920	93
969	2921	90
970	2924	87
971	2926	84
972	2928	81
973	2932	78
974	2933	75
975	2935	72
976	2936	69
977	2937	66
978	2938	63
979	2940	60
980	2941	56
981	2943	53
982	2946	50
983	2947	47
984	2949	44
985	2950	41
986	2951	38
987	2953	35
988	2954	32
989	2955	29
990	2962	26
991	2963	23
992	2964	20
993	2965	17
994	2967	14
995	2968	11
996	2969	8
997	2970	5
998	2971	2
999	2974	0
